contract_id,file_path,status,tokens_used,uptime_guarantee,response_time_sla,sla_breach_threshold,sla_measurement_period,penalty_uptime_breach,penalty_late_delivery,penalty_termination_fee,penalty_late_payment,penalty_data_breach,penalty_has_monetary,penalty_max_amount,penalty_currency,service_credit_cap,renewal_terms,termination_clause,liability_cap,governing_law,dispute_resolution,created_at
cuad_0197,data\cuad_raw\cuad_0197.txt,success,3023,,,,,,,,,,0,,,,,"Upon termination of this Agreement, Shipper's and Transporter's obligations to each other arising under this Agreement, prior to the date of termination, remain in effect and are not being terminated by any provision of this Agreement.","It is agreed that no personal liability whatsoever shall attach to, be imposed on or otherwise be incurred by any Partner, agent, management official or employee of the Transporter or any director, officer or employee of any of the foregoing, for any obligation of the Transporter arising under this Agreement or for any claim based on such obligation and that the sole recourse of Shipper under this Agreement is limited to assets of the Transporter.",Any controversy between the parties arising under this Agreement and not resolved by the parties shall be determined in accordance with the laws of the State of Michigan.,Any controversy between the parties arising under this Agreement and not resolved by the parties shall be determined in accordance with the laws of the State of Michigan.,2026-05-16 14:30:38
cuad_0198,data\cuad_raw\cuad_0198.txt,success,3445,,"In the event of vehicle operation failure, Party B shall notify Party A within two hours and shall manage to deliver Party A s parcel to the destination designated by the contract.","in the event of parcel transfer due to Party B s vehicle delay, Party B shall pay liquidated damages to Party A at the standard rate of RMB500 per trip on the first working day, RMB1,000 per trip on the second working day and RMB2,000 per trip on the third working day",such liquidated damages will be deducted from the current month s freight,,"in the event of parcel transfer due to Party B s vehicle delay, Party B shall pay liquidated damages to Party A at the standard rate of RMB500 per trip on the first working day, RMB1,000 per trip on the second working day and RMB2,000 per trip on the third working day (based on the time records on the parcel transfer documents) and such liquidated damages will be deducted from the current month s freight.",Party B shall pay one-month freight as liquidated damages in case of termination of the Agreement without consent.,,,1,"RMB2,000 per trip",RMB,,,Party A has the right to terminate this Agreement without further legal liability in the case that Party B does not comply with Party A s management and arrangement.,,,"Any dispute arising out of the execution of this Agreement, which cannot be negotiated and settled by both Parties, shall be subject to the jurisdiction of the People s Court where this Agreement is signed.",2026-05-16 14:30:43
cuad_0199,data\cuad_raw\cuad_0199.txt,success,15837,,,,,,,,,,0,,,,,,"the Agent shall not be liable for any loss, liability, claim, damage or expense or be required to contribute any amount pursuant to Section 9(b) or this Section 10 which in the aggregate exceeds the amount paid (excluding reimbursable expenses) to the Agent under this Agreement.",This Agreement shall be construed in accordance with the laws of the State of New York without regard to principles of conflicts of law.,"Each of the Agent and the Company and the Bank waive all rights to trial by jury in any action, proceeding, claim or counterclaim (whether based on contract, tort or otherwise) related to or arising out of this Agreement.",2026-05-16 14:30:48
cuad_0200,data\cuad_raw\cuad_0200.txt,success,17579,,,,,,"In the event the Closing fails to occur, then, only upon entry of a final and non-appealable order of the Bankruptcy Court determining that such failure was the result of Purchaser's sole, material, non-excusable breach of this Agreement, then Merchant shall be entitled to retain the Deposit as liquidated damages as Merchant's sole remedy for such breach.",,,,1,"$32,700,000",USD,,,"Agent may, in its discretion, earlier terminate the GOB Sale on a Store-by-Store basis upon not less than seven (7) days' prior written notice (a 'Vacate Notice') to Merchant (the 'Vacate Date'), provided, that it being understood that Agent's obligations to pay all Expenses, including Occupancy Expenses, for each Store subject to a Vacate Notice shall continue until the applicable Vacate Date, provided, however, that, with respect to Occupancy Expenses, Agent's obligations to pay all Occupancy Expenses for each Store shall continue until the last day of the calendar month in which the Vacate Date occurs for such Store.",Purchaser shall not be liable for any claims against Merchant except as expressly provided for in this Agreement,,"Each of the Parties irrevocably and unconditionally submits, for itself and its properties, to the exclusive jurisdiction of the Bankruptcy Court, in any action or proceeding arising out of or relating to this Agreement.",2026-05-16 14:30:54
cuad_0201,data\cuad_raw\cuad_0201.txt,success,14972,,,,,,,,,,0,,,,,"In the event of any such termination, there shall be no further liability on the part of the Agents to the Corporation or on the part of the Corporation to the Agents except in respect of any liability which may have arisen prior to or arise after such termination under Sections 11, 12 and 14. A notice of termination given by an Agent under Section 10(a), (b), (c) or (d) shall not be binding upon any other Agent who has not also executed such notice.","the Agents shall not in any event be liable to contribute, in the aggregate, any amounts in excess of the aggregate Agents' Fee actually received by the Agents from the Corporation under this Agreement",This Agreement shall be governed by and construed in accordance with the laws of the Province of Ontario and the federal laws of Canada applicable in the Province of Ontario.,,2026-05-16 14:30:58
cuad_0202,data\cuad_raw\cuad_0202.txt,partial,2001,,,,,,,,,,,,,,,,,,,2026-05-16 14:31:01
cuad_0203,data\cuad_raw\cuad_0203.txt,success,7628,,,,,,,,,,0,,,,,,,"THIS AGREEMENT SHALL BE GOVERNED IN ALL RESPECTS, INCLUDING WITHOUT LIMITATION VALIDITY, INTERPRETATION AND EFFECT, BY THE LAWS OF THE STATE OF DELAWARE APPLICABLE TO CONTRACTS EXECUTED AND TO BE PERFORMED WHOLLY WITHIN SUCH STATE WITHOUT GIVING EFFECT TO THE CHOICE OF LAW PRINCIPLES OF SUCH STATE.","Each of the parties hereto agrees to waive any bonding requirement under any applicable law, in the case any other party seeks to enforce the terms by way of equitable relief. Furthermore, each of the parties hereto (a) consents to submit itself to the personal jurisdiction of the Court of Chancery or other federal or state courts of the State of Delaware in the event any dispute arises out of this Agreement or the transactions contemplated by this Agreement, (b) agrees that it shall not attempt to deny or defeat such personal jurisdiction by motion or other request for leave from any such court, (c) agrees that it shall not bring any action relating to this Agreement or the transactions contemplated by this Agreement in any court other than the Court of Chancery or other federal or state courts of the State of Delaware, and each of the parties irrevocably waives the right to trial by jury, and (d) each of the parties irrevocably consents to service of process by a reputable overnight mail delivery service, signature requested, to the address set forth in Section 11 of this Agreement or as otherwise provided by applicable law.",2026-05-16 14:31:06
cuad_0204,data\cuad_raw\cuad_0204.txt,success,19935,,,"if, for any reason, including [***], BLI [***] fails to provide Conforming Product or Service that conforms with this Agreement and the Service Level Standards for such Service, in each case in accordance with one or more accepted Purchase Orders for a period of [***] ([***]) consecutive days or more (each, a ""Failure to Supply"")",,,"the following discounts on the amounts owed by Ginkgo to BLI under an accepted Purchase Order shall be in effect for any [***] not delivered in accordance with this Agreement until after the applicable delivery date set forth in such Purchase Order: (a) for deliveries made more than [***] ([***]) days and less than [***] ([***]) days after such delivery date, a [***] percent ([***]%) discount; and (b) for deliveries made after [***] ([***]) days after such delivery date, a [***] percent ([***]%) discount, in each case of clauses (a) through (b), from the price for the Consumable delivered late; provided that, any discount shall only apply if the Purchase Order at issue was for a quantity of [***] at or below the binding forecasted quantity ([***]) provided pursuant to Section 5.1 (Forecasts of Production Purchases).","in the event that termination is the result of an uncured, material Ginkgo breach of the Agreement under Section 13.2.1 (Material Breach), for Ginkgo's insolvency pursuant to Section 13.2.2 (Bankruptcy) or for an Extended Force Majeure Event with respect to Ginkgo pursuant to Section 14.8 (Force Majeure), then, as of the effective date of termination: ... (e) Ginkgo shall to pay to BLI [***]; provided that in the event such uncured material breach is [***], Ginkgo, at its election to be made on or before the [***] ([***]th) day following the effective date of termination (or, if later, within [***] ([***]) days of learning of the relevant royalties for Licensed Products), may elect, in lieu of royalties, to pay to BLI [***]","If any payment due is not paid by the due date, BLI may (a) charge interest on any outstanding amount of such payment, accruing as of the original due date, at an annual rate equal to the rate of prime (as reported in The Wall Street Journal, Eastern U.S. Edition) plus [***] percentage points or the maximum rate allowable by Applicable Law, whichever is less.",,1,,USD,,"if, at the expiration of the Intended End of Term, Ginkgo has paid the Minimum Cumulative Purchase Commitment, but will not have paid to BLI the Full Purchase Target, then the Term of this Agreement shall automatically extend for an additional [***] ([***]) year period from the date of the expiration of the then-Intended End of Term so that, among other things, BLI may potentially receive the benefit of the Full Purchase Target and Ginkgo may receive the continuing benefit of royalty-free licenses.","If either Party commits a material breach of any of its obligations under this Agreement, then the other Party may give the breaching Party written notice of such material breach. If the breaching Party fails to cure such breach within sixty (60) days after such notice, then the non-breaching Party may terminate this Agreement upon written notice to the breaching Party in its entirety.","TO THE GREATEST EXTENT PERMITTED UNDER APPLICABLE LAW, IN NO EVENT WILL A PARTY'S AGGREGATE LIABILITY (ABOVE AMOUNTS ACTUALLY PAID OR REIMBURSED BY SUCH PARTY'S INSURER (TO THE EXTENT NOT SELF-INSURED)) FOR A CLAIM ARISING OUT OF OR RELATED TO THIS AGREEMENT UNDER ANY LEGAL OR EQUITABLE THEORY, INCLUDING BREACH OF CONTRACT, TORT (INCLUDING NEGLIGENCE), STRICT LIABILITY, AND OTHERWISE EXCEED [***]","This Agreement will be construed and interpreted in accordance with the laws of the State of Delaware, without regard to any choice of law provision.","Except with respect to those disputes in which a Party seeks equitable relief pursuant to Section 14.5.3 (Equitable Remedies) or for which a Party or Person is expressly given final decision-making authority as set forth in Section 3.5 (Decision-Making), the Parties, through their Senior Officers, will make a good faith effort to settle any disputes that may arise between them with respect to this Agreement. If the Parties do not settle the matter within [***] ([***]) days after the delivery by one Party of written notice (the ""Arbitration Notice"") to the other Party involved, then the Parties will submit the matter to binding arbitration in Wilmington, Delaware. All matters so submitted to arbitration will be settled by three (3) arbitrators in accordance with the [***], or its successor (the ""[***] Rules"").",2026-05-16 14:31:20
cuad_0205,data\cuad_raw\cuad_0205.txt,success,4312,,,,,,,,"If Party B fails to pay Party A the energy saving service fee by 15th of the month and the delay is within 60 days, the daily penalty is 0.05% of the overdue payment.",,1,the daily penalty is 0.05% of the overdue payment,,,,The agreement can only be terminated after negotiation and agreement by Party A and B in writing.,,,"Both parties shall settle all disputes through amicable negotiations. If negotiations fail, either party could take a legal action to the local people s court where Party A is located.",2026-05-16 14:31:24
cuad_0206,data\cuad_raw\cuad_0206.txt,success,13889,,,,,,,(1) to offer one-month exit grace period during which Party B shall continue to provide services for customers and publish announcement in respect of the cease of its services at its website (2) to pay off penalty fines and performance bond to Party A in full amount and (3) that Party A shall have the right not to settle the outstanding and unsettled payments.,,,0,,,,"Upon the expiry of this Agreement, this Agreement may be renewed automatically for one year (but can only be renewed once) if neither Party raises objection.","13.7 Any Party's failure to perform its obligations or duties hereunder, or serious violation of the provisions hereof, which has made the other Party unable to operate or normally conduct business cooperation hereunder, shall be deemed that such Party has unilaterally terminated this Agreement. The non-breaching Party shall have the right to claim compensation from the breaching Party for any economic loss incurred by its breach, and terminate this Agreement.",,,"12.1 Any disputes between the Parties arising from the performance of this Agreement shall be resolved through amicable negotiations in case such negotiations fail, both Parties agree to submit the dispute to the competent court where Party A is domiciled.",2026-05-16 14:31:29
cuad_0207,data\cuad_raw\cuad_0207.txt,success,17736,,,,,,,,"If either Theravance or GSK shall fail to make a timely payment pursuant to this Article 6, any such payment that is not paid on or before the date such payment is due under this Agreement shall bear interest, to the extent permitted by applicable law, at the average one-month London Inter-Bank Offering Rate (LIBOR) for the United States Dollar as reported from time to time in The Wall Street Journal, effective for the first date on which payment was delinquent and calculated on the number of days such payment is overdue or, if such rate is not regularly published, as published in such source as the Joint Steering Committee agrees.",,0,,,,,"Either Party may, without prejudice to any other remedies available to it at law or in equity, terminate this Agreement subject to Section 14.10 in the event that the other Party (as used in this subsection, the  Breaching Party ) shall have materially breached or defaulted in the performance of any of its obligations. The Breaching Party shall, if such breach can be cured, have sixty (60) days after written notice thereof was provided to the Breaching Party by the non-breaching Party to remedy such default (or, if such default cannot be cured within such 60-day period, the Breaching Party must commence and diligently continue actions to cure such default during such 60-day period). Any such termination shall become effective at the end of such 60-day period unless the Breaching Party has cured any such breach or default prior to the expiration of such 60-day period (or, if such default is capable of being cured but cannot be cured within such 60-day period, the Breaching Party has commenced and diligently continued actions to cure such default provided always that, in such instance, such cure must have occurred within one hundred twenty (120) days after written notice thereof was provided to the Breaching Party by the non-breaching Party to remedy such default).",,"This Agreement shall be construed, and the respective rights of the Parties determined, according to the substantive law of the State of Delaware notwithstanding the provisions governing conflict of laws under such Delaware law to the contrary, except matters of intellectual property law which shall be determined in accordance with the intellectual property laws relevant to the intellectual property in question.","The Parties will use best efforts to agree on a mediator within such 30-day period. Such mediation will occur as promptly as practicable following selection of the mediator and will be held in New York, New York. The decision of the mediator will be final and binding on the Parties  provided that either party shall retain all rights to bring an action against the other for damages and other monetary relief related to or arising out of the issue decided by the mediator.",2026-05-16 14:31:36
cuad_0208,data\cuad_raw\cuad_0208.txt,success,14866,,,,,,,,,,0,,,,,,"NEITHER PARTY SHALL BE LIABLE TO THE OTHER FOR ANY SPECIAL, CONSEQUENTIAL, INCIDENTAL, PUNITIVE, OR INDIRECT DAMAGES OR FOR LOST PROFITS ARISING FROM OR RELATING TO ANY BREACH OF THIS AGREEMENT, REGARDLESS OF ANY NOTICE OF THE POSSIBILITY OF SUCH DAMAGES. NOTWITHSTANDING THE FOREGOING, NOTHING IN THIS SECTION 14.7 IS INTENDED TO OR SHALL LIMIT OR RESTRICT THE INDEMNIFICATION RIGHTS OR OBLIGATIONS OF ANY PARTY UNDER ARTICLE 14, OR DAMAGES AVAILABLE FOR A PARTY'S BREACH OF CONFIDENTIALITY OBLIGATIONS IN ARTICLE 12.",,,2026-05-16 14:31:41
cuad_0209,data\cuad_raw\cuad_0209.txt,success,13351,,,Being complained due to the service for more than 3 times by different Driver Users within 1 natural month,within 1 natural month,,,"in the case of a written notice 15 days in advance from either party to the other Party And a payment of the liquidated damages of RMB10,000 (RMB TEN THOUSAND), this Agreement shall terminate as of the date of termination stated in the notice of termination.",charge a penalty as much as 1  of the unpaid amount for each day,,1,"RMB100,000 or 50% of the total amount paid/discharged under the involved order (Agreement), whichever is higher",RMB,,the term of the validity of this Agreement shall be one year from the effective date. Party A is entitled to unilaterally terminate this Agreement within three natural months from the signing date of this Agreement.,"In the following cases, either party may terminate this Agreement immediately by written notice to the other party, and this Agreement shall terminate as of the date on which such party gives such written notice of termination: 9.1.1 The other party ceases to carry on business or goes into liquidation ... 9.1.2 The other party is unable to pay its debts ... 9.1.3 Unless otherwise agreed, the other party is in violation of any provision of this Agreement and fails to remedy such violation within 30 days from the receipt of notice of such violation from such party (if capable of remedy) 9.1.4 The other Party Breaches the Agreement, and such party may terminate this Agreement in accordance with this Agreement or the Platform Rules.","in any case, neither party shall be liable for any indirect, punitive claims, or claims for losses of commercial profits, or damages for business losses of the company or any third Party Arising from this Agreement, or for any loss or inaccuracy of data of any form, whether based on Agreement, tort or any other legal principle, even though the party has been informed of the possibility of such damage.","The execution, validation, interpretation, performance, modification and termination of this Agreement and the settlement of disputes under this Agreement shall be governed by the Laws of China.",any dispute may be submitted to the Beijing Arbitration Commission for arbitration in accordance with its arbitration rules in force then. The arbitral award shall be final and binding upon the Parties.,2026-05-16 14:31:48
cuad_0210,data\cuad_raw\cuad_0210.txt,success,5115,,,,,,,,it shall pay Party B the liquidated damages at a daily interest rate of 0.03% in respect of the outstanding Service Fee.,,1,,,,,"6.1 Prior to the expiration of the Term of Cooperation , this Agreement shall only be terminated upon occurrence of the following circumstances: 6.1.1 Party B shall have the right to terminate this Agreement in advance without the prior written consent from Party A, by sending a written notice to Party A but Party A may not terminate or rescind this Agreement 6.1.2 One Party requests to terminate this Agreement when the other Party is declared bankrupt in accordance with the laws 6.1.3 Party B fails to provide Party B s Services to Party A for more than three consecutive years due to the force majeure event.",neither Party shall be responsible to the other Party in respect of any indirect loss or damage caused hereunder.,"This Agreement shall be governed by and interpreted pursuant to the laws of the People s Republic of China that are promulgated and are publicly available, provided that the general international business practices shall apply if the laws of the People s Republic of China that are promulgated and are publicly available do not involve any matter in relation to this Agreement.","11.1 Any dispute arising out of performance of this Agreement or in connection with this Agreement shall be resolved by the Parties through friendly negotiation. 11.2 If the dispute cannot be resolved through negotiation within thirty (30) days after a Party sends the written notice to the other Party stating its opinions on this dispute, either Party may submit the dispute to China International Economic and Trade Commission for arbitration in Beijing according to its arbitration rules then in effect. The arbitration award shall be final and binding on each Party.",2026-05-16 14:31:53
cuad_0211,data\cuad_raw\cuad_0211.txt,success,16826,,,,,,,,"If XENCOR fails to make timely payment of the invoiced amount, interest shall accrue on the amount of the Project Fees shown in the invoice at a fixed annual rate equal to the highest rate of interest quoted as the  prime rate  in The Wall Street Journal on the day that payment was due.",,1,an amount equal to the average annual aggregate amount paid or to be paid by XENCOR to BII hereunder,USD,,,"In case of a termination by BII according to Section 10.2.2, the Total Amount shall become immediately due and BII shall be free to claim for damages according to the applicable law and, subject to Section 7.4 above.",each Party s aggregate liability and/or indemnification obligations towards the other Party under this Agreement shall not exceed an amount equal to the average annual aggregate amount paid or to be paid by XENCOR to BII hereunder,,"The exclusive place of arbitration shall be New York State of New York, USA and the proceedings shall be conducted in English language.",2026-05-16 14:31:59
cuad_0212,data\cuad_raw\cuad_0212.txt,success,3771,,,,,,,,,,0,,,,This Agreement may be extended upon mutual written agreement of the parties.,Either party may terminate this Agreement at any time on prior written notice to the other.,,"This Agreement shall be construed and enforced in accordance with the laws of the State of California, without regard to the conflict of law principles of California or any other jurisdiction.",,2026-05-16 14:32:02
cuad_0213,data\cuad_raw\cuad_0213.txt,success,3771,,,,,,,,,,0,,,,This Agreement may be extended upon mutual written agreement of the parties.,Either party may terminate this Agreement at any time on prior written notice to the other.,,"This Agreement shall be construed and enforced in accordance with the laws of the State of California, without regard to the conflict of law principles of California or any other jurisdiction.",,2026-05-16 14:32:05
cuad_0214,data\cuad_raw\cuad_0214.txt,success,7450,,,,,,,"by the Company electing to give the Consultant 3 months prior notice of such termination along with a termination payment equal to the annual Consulting Fee; by the Consultant electing to give the Company notice, in the event that there occurs a Change of Control (as defined below) within six (6) months of the effective date of such Change of Control, and if the Consultant so elects to terminate this Agreement, then the Consultant will be immediately entitled to a termination payment equal to CDN$750,000",,,1,"CDN$750,000",CDN,,,"This Agreement can be terminated at any time prior to the expiry of the Term, as follows: (a) by the Consultant electing to give the Company not less than 3 months prior notice of such termination (b) by the Company electing to give the Consultant 3 months prior notice of such termination along with a termination payment equal to the annual Consulting Fee (c) by the Consultant electing to give the Company notice, in the event that there occurs a Change of Control (as defined below) within six (6) months of the effective date of such Change of Control, and if the Consultant so elects to terminate this Agreement, then the Consultant will be immediately entitled to a termination payment equal to CDN$750,000","Neither the Company nor the Consultant shall be liable for any consequential loss, including but not limited to, claims for loss of profit, revenue or capital, loss of use of utilities, equipment or facilities, down-time cost, service interruption, cost of money, injury or damage of any character whatsoever.","the Agreement shall be governed by and construed in accordance with the laws of the Province of British Columbia and the federal laws of Canada applicable therein, and the parties hereto submit and attorn to the jurisdiction of the courts of the Province of British Columbia.",,2026-05-16 14:32:13
cuad_0215,data\cuad_raw\cuad_0215.txt,success,6897,,,,,,,,,,0,,,,,"Either Party may terminate this Agreement, with or without cause, upon giving the other party thirty (30) days prior written notice of such termination pursuant to Section 12.7 of this Agreement. The Company may terminate this Agreement immediately and without prior notice if Consultant refuses to or is unable to perform the Services or is in breach of any material provision of this Agreement.","IN NO EVENT SHALL COMPANY S AGGREGATE LIABILITY ARISING OUT OF OR IN CONNECTION WITH THIS AGREEMENT EXCEED THE AMOUNTS PAID BY COMPANY TO CONSULTANT UNDER THIS AGREEMENT FOR THE SERVICES, DELIVERABLES OR INVENTION GIVING RISE TO SUCH LIABILITY.","This Agreement shall be governed by the laws of the State of California, without regard to the conflicts of law provisions of any jurisdiction.","Except as described in Section 11.2 below, any dispute or controversy between Company and the Consultant and/or its employees or staff, including, but not limited to, those involving the construction or application of any of the terms, provisions or conditions of this Agreement or otherwise arising out of or relating to this Agreement, shall be settled by binding arbitration in accordance with the then-current commercial arbitration rules of the American Arbitration Association, and judgment on the award rendered by the arbitrator(s) may be entered by any court of competent jurisdiction. Company and the Consultant (or its employees as applicable) shall share the costs of the arbitrator equally but shall each bear their own costs and legal fees associated with the arbitration. The location of the arbitration shall be in the County of San Diego, California.",2026-05-16 14:32:18
cuad_0216,data\cuad_raw\cuad_0216.txt,success,5577,,,,,,,,,The Contractor will hold Emerald harmless from any and all claims and damages of any kind whatsoever that Emerald may suffer as a result of the Contractor breaching any of his or her obligations to such Prior Business in any regard.,0,,,,,The Company may terminate this Agreement and the engagement of the Contractor without Cause at any time on 30 days prior written notice.,The Contractor will hold Emerald harmless from any and all claims and damages of any kind whatsoever that Emerald may suffer as a result of the Contractor breaching any of his or her obligations to such Prior Business in any regard.,"This Agreement will be governed by and construed in accordance with the laws of British Columbia and the federal laws of Canada applicable in British Columbia, and the parties irrevocably submit to and accept generally and unconditionally the exclusive jurisdiction of the courts and appellate courts of British Columbia in that regard.",,2026-05-16 14:32:22
cuad_0217,data\cuad_raw\cuad_0217.txt,success,5703,,,,,,,,,,0,,,,,"Either Party shall have the right to terminate this Agreement with notice, and the effective date of termination shall be the date such notice is received (by mail, overnight delivery, or fax) by the terminated Party.",,"This Agreement and the legal relations among the Parties hereto shall be governed by and construed in accordance with the laws of the State of Florida, without regard to its conflict of law doctrine.","If a dispute arises out of or relates to this contract, or the breach thereof, and if the dispute cannot be settled through negotiation, the parties agree first to try in good faith to settle the dispute by mediation administered by the American Arbitration Association under its Commercial Mediation Procedures before resorting to arbitration, litigation, or some other dispute resolution procedure. If they do not reach such solution within a period of 60 days, then, upon notice by either party to the other, all disputes, claims, questions, or differences shall be finally settled by arbitration administered by the American Arbitration Association in accordance with the provisions of its Commercial Arbitration Rules.",2026-05-16 14:32:27
cuad_0218,data\cuad_raw\cuad_0218.txt,success,5060,,,,,,,,,,0,,,,,Either Consultant or Company may terminate this Agreement upon prior written notice thereof to the other party.,,"This Agreement shall be governed by the laws of the State of Texas, without reference to its conflicts of law principles.","Any controversy or claim arising out of or relating to this agreement or breach thereof, shall be settled by binding arbitration controlled by the rules of the American Arbitration Association. The number of arbitrator(s) shall be one. The seat of arbitration shall be Houston, Texas. Texas law shall also apply to the extent necessary to fill any gaps created by the rules of the American Arbitration Association. The arbitration award shall be final and binding on the parties. Judgement of the award rendered by the arbitrator(s) may be entered into any court of competent jurisdiction.",2026-05-16 14:32:31
cuad_0219,data\cuad_raw\cuad_0219.txt,success,6361,,,,,,,"In the event of a  Change of Control  of Company, then if CONSULTANT s services are terminated without cause at any time within a twelve (12) month period following such Change of Control, CONSULTANT shall receive a termination fee equal to twelve (12) months compensation hereunder at the then current monthly rate, including any stock compensation.",,,1,twelve (12) months compensation hereunder at the then current monthly rate,USD,,Term: twelve (12) months from the date of the Agreement which term shall automatically renew for an additional twelve (12) months on such date if the Agreement is not otherwise terminated according to Section 8 of the Agreement.,This Agreement shall terminate immediately upon the occurrence of any of the following events: (a) upon the death or bankruptcy of CONSULTANT  or (b) upon the close of business on the date the Company gives CONSULTANT written notice of Termination for Cause (as defined below)  (c) ninety (90) days following the date the Company gives CONSULTANT written notice of termination for any or no reason  or (d) CONSULTANT may terminate this Agreement by giving ninety (90) days  written notice to REIT.,"Notwithstanding anything herein to the contrary, no Indemnifying Party will be responsible for any indemnification obligation for the gross negligence or willful misconduct of the Indemnified Party.","This Agreement shall be interpreted, construed, governed, and enforced according to the laws of the Commonwealth of Virginia, without giving effect to its conflict of laws principles.",The Parties hereby agree and consent that any and all causes of action arising under this Agreement shall only have jurisdiction and venue in the United States District Court for the Eastern District of Virginia and/or the Circuit Court for Chesterfield County. Each of the parties consents to the jurisdiction and venue of either court for the resolution of all causes of action arising under this Agreement upon proper service of process.,2026-05-16 14:32:36
cuad_0220,data\cuad_raw\cuad_0220.txt,success,5693,,,,,,,,,,,,,,"This Agreement shall commence on the Effective Date and shall continue until the four-year anniversary of the Effective Date (such period, as it may be extended, either by the mutual written agreement of the parties or automatically, or earlier terminated being referred to as the  Consultation Period ), unless sooner terminated in accordance with the provisions of Section 4, and shall automatically renew for successive one-year periods, unless the Company provides 90 days  notice of termination before any such successive period.","The Company may terminate the Consultation Period at any time for Cause (as defined below). In the event of such termination, the Consultant shall be entitled to payment hereunder and for expenses paid or incurred prior to the effective date of termination. Such payments shall constitute full settlement of any and all claims of the Consultant of every description against the Company. Notwithstanding the foregoing, the Company may terminate the Consultation Period effective immediately upon receipt of written notice by the Consultant, if the Consultant breaches or threatens to breach any provision of Section 6. For purposes of this Section 4,  Cause  shall exist in the event of (i) a good faith finding by the Board of Directors of the Company (A) of repeated and willful failure of the Consultant after written notice to perform his reasonable Services for the Company, or (B) that the Consultant has engaged in dishonesty, gross negligence or misconduct  or (ii) the conviction of the Consultant of, or the entry of a pleading of guilty or nolo contendere by the Consultant to, any crime involving moral turpitude or any felony. The Consultant may terminate the Consultation Period at any time upon thirty (30) days  written notice.",,This Agreement shall be governed by and construed in accordance with the laws of the Commonwealth of Massachusetts without giving effect to any choice or conflict of law provision or rule that would cause the application of laws of any other jurisdiction.,,2026-05-16 14:32:42
cuad_0221,data\cuad_raw\cuad_0221.txt,success,8273,,,,,,,,,,0,,,,,"""The Consultant's engagement may be terminated only as follows: (a) Termination by the Company (i) For Cause. The Company may terminate the Consultant's engagement for Cause. (ii) Without Cause. The Company may terminate Consultant's engagement at any time by giving Consultant 60 days prior written Notice of the termination. ... (b) Termination by the Consultant (i) For Good Reason. The Consultant may terminate the Consultant's engagement with the Company for Good Reason. (ii) Without Good Reason. The Consultant may voluntarily terminate the Consultant's engagement with the Company at any time by giving the Company 120 days prior written Notice of the termination. (c) Termination Upon Death or Disability (i) Death. The Consultant's engagement shall terminate upon the Consultant's death. (ii) Disability. The Company may terminate the Consultant's engagement upon the Consultant's Disability.""",,"""This Agreement will be construed and interpreted in accordance with the laws of the State of New York without reference to its conflicts of laws principles or the conflicts of laws principles of any other jurisdiction, and each of the parties hereto expressly attorns to the jurisdiction of the courts of the State of New York.""","""The sole and exclusive place of jurisdiction in any matter arising out of or in connection with this Agreement will be the applicable New York state or federal court.""",2026-05-16 14:32:47
cuad_0222,data\cuad_raw\cuad_0222.txt,success,3733,,,,,,,,,,0,,,,Without notification the contract will automatically extend for an additional month of service.,In the case that the company would not like to extend the terms of agreement for an additional month. The company must notify the consultant within 5 days of the conclusion of the 12 month term. Without notification the contract will automatically extend for an additional month of service.,,"This Consulting Agreement shall be governed by, and construed pursuant to the laws of the State of New York, applicable to agreements made and performed wholly within such State.",Any disputes under this Consulting Agreement shall be resolved by appropriate proceedings in the state of New York.,2026-05-16 14:32:50
cuad_0223,data\cuad_raw\cuad_0223.txt,success,7933,,,,,,"In the event Cargill does not achieve a given Milestone provided in Section 2.3 by the Target Date listed in Section 2.3 or modified Milestone and modified Target Date as agreed to by the Parties, and subsequently achieves such milestone as per the criteria described in Exhibit A, the payment for such missed milestone shall be due [***] and the amount due shall be [***] for every [***] beyond the Target Date.","Penalty for termination: In the event Cargill (i) is unable to achieve a given milestone described in Section 2.3 by the Target Date, or (ii) terminates this Agreement pursuant to Section 10.2, Bioamber shall have the option to obtain a license ... for research use only and for additional monetary consideration (Research License). Except for financial terms paid by third parties for [***], the Research License shall be offered to Bioamber at [***].","Bioamber will pay Cargill within thirty (30) days of receipt of invoice ... If a subsequent Milestone is achieved by the original Target Date listed in Section 2.3, Bioamber will pay Cargill the amount [***].",,0,,,,,"Either Party may terminate this Development Agreement by giving written notice to the other Party, (a)in the event the other Party s bankruptcy, insolvency, or the filing of a petition therefore; and (b) the other Party materially defaults in the performance of its obligations hereunder. This Development Agreement shall also terminate upon mutual written agreement by the Parties.","Provided that Cargill has respected its undertakings set out in Section 1.2 of this Development Agreement, no other damages shall accrue to Cargill for not achieving a given Milestone other than provided in Sections 2.4.1, 2.4.2, and 2.5.",Governing Law,"In the event there is a dispute as to whether or not Cargill has missed a certain Milestone, then the Target Date for that Milestone shall be tolled until the Parties, acting in good faith, have settled such dispute in writing between themselves or through an independent expert.",2026-05-16 14:32:56
cuad_0224,data\cuad_raw\cuad_0224.txt,partial,2575,,,,,,,,,,0,,,,,,,,,2026-05-16 14:33:01
cuad_0225,data\cuad_raw\cuad_0225.txt,partial,2011,,,,,,,,,,,,,,,,,,,2026-05-16 14:33:04
